date,time,temperature,weather,wind_speed,wind_direction,humidity,barometer,visibility
20130101,00:00,0,Clear,9,Wind blowing from 200° South-southwest to North-northeast,69%,1023,16
20130101,00:30,0,Clear,9,Wind blowing from 210° South-southwest to North-northeast,69%,1023,16
20130101,01:00,0,Clear,6,Wind blowing from 200° South-southwest to North-northeast,69%,1023,16
20130101,01:30,0,Clear,6,Wind blowing from 200° South-southwest to North-northeast,69%,1023,16
20130101,02:00,0,Clear,2,Wind blowing from 200° South-southwest to North-northeast,69%,1023,16
20130101,02:30,0,Clear,6,Wind blowing from 210° South-southwest to North-northeast,75%,1023,16
20130101,03:00,0,Clear,6,Wind blowing from 210° South-southwest to North-northeast,75%,1023,16
20130101,03:30,0,Clear,6,Wind blowing from 220° Southwest to Northeast,75%,1023,16
20130101,08:00,1,Fog,2,Wind blowing from 210° South-southwest to North-northeast,81%,1024,5
20130101,08:30,3,Clear,6,Wind blowing from 210° South-southwest to North-northeast,70%,1024,6
20130101,09:00,4,Clear,13,Wind blowing from 220° Southwest to Northeast,61%,1025,6
20130101,09:30,5,Clear,9,Wind blowing from 230° Southwest to Northeast,57%,1025,7
20130101,10:00,6,Clear,13,Wind blowing from 220° Southwest to Northeast,49%,1025,7
20130101,10:30,7,Clear,9,Wind blowing from 230° Southwest to Northeast,42%,1025,7
20130101,11:00,8,Clear,13,Wind blowing from 220° Southwest to Northeast,43%,1024,7
20130101,11:30,8,Clear,17,Wind blowing from 230° Southwest to Northeast,37%,1024,8
20130101,12:00,8,Sunny,13,Wind blowing from 240° West-southwest to East-northeast,37%,1023,16
20130101,12:30,9,Sunny,13,Wind blowing from 230° Southwest to Northeast,32%,1023,16
20130101,13:00,9,Passing clouds,13,Wind blowing from 270° West to East,34%,1023,N/A
20130101,13:30,10,Passing clouds,13,Wind blowing from 240° West-southwest to East-northeast,32%,1022,N/A
20130101,14:00,10,Passing clouds,9,Wind blowing from 260° West to East,32%,1022,N/A
20130101,14:30,10,Passing clouds,9,Wind blowing from 240° West-southwest to East-northeast,32%,1022,N/A
20130101,15:00,10,Passing clouds,9,Wind blowing from 260° West to East,30%,1022,N/A
20130101,15:30,10,Passing clouds,6,Wind blowing from 260° West to East,30%,1021,N/A
20130101,16:00,10,Sunny,9,Wind blowing from 210° South-southwest to North-northeast,30%,1022,16
20130101,16:30,9,Sunny,6,Wind blowing from 250° West-southwest to East-northeast,32%,1022,16
20130101,17:00,9,Passing clouds,6,Wind blowing from 250° West-southwest to East-northeast,32%,1022,N/A
20130101,17:30,7,Clear,2,Wind blowing from 0° North to South,42%,1022,16
20130101,18:00,6,Clear,2,Wind blowing from 200° South-southwest to North-northeast,46%,1022,16
20130101,18:30,5,Clear,2,Wind blowing from 150° South-southeast to North-northwest,53%,1022,16
20130101,19:00,5,Clear,2,Wind blowing from 100° East to West,53%,1023,16
20130101,19:30,3,Clear,2,Wind blowing from 0° North to South,65%,1023,16
20130101,20:00,3,Clear,2,Wind blowing from 120° East-southeast to West-northwest,65%,1023,16
20130101,20:30,3,Clear,2,Wind blowing from 150° South-southeast to North-northwest,65%,1023,16
20130101,21:00,4,Clear,2,Wind blowing from 0° North to South,65%,1023,16
20130101,21:30,3,Clear,2,Wind blowing from 50° Northeast to Southwest,70%,1023,16
20130101,22:00,2,Clear,0,Wind blowing from 0° North to South,70%,1024,16
20130101,22:30,2,Clear,0,Wind blowing from 0° North to South,75%,1024,16
20130101,23:00,1,Clear,2,Wind blowing from 20° North-northeast to South-southwest,75%,1024,16
20130101,23:30,2,Passing clouds,6,Wind blowing from 50° Northeast to Southwest,75%,1024,N/A
20130102,00:00,2,Clear,6,Wind blowing from 10° North to South,70%,1024,16
20130102,00:30,1,Clear,0,Wind blowing from 0° North to South,75%,1024,16
20130102,01:00,1,Clear,6,Wind blowing from 10° North to South,75%,1024,7
20130102,01:30,0,Clear,6,Wind blowing from 30° North-northeast to South-southwest,80%,1024,7
20130102,02:00,0,Clear,2,Wind blowing from 30° North-northeast to South-southwest,87%,1024,7
20130102,02:30,1,Clear,2,Wind blowing from 30° North-northeast to South-southwest,81%,1025,7
20130102,03:00,1,Clear,6,Wind blowing from 20° North-northeast to South-southwest,75%,1025,7
20130102,03:30,0,Clear,9,Wind blowing from 0° North to South,80%,1025,7
20130102,04:00,0,Clear,9,Wind blowing from 0° North to South,80%,1025,7
20130102,04:30,2,Clear,13,Wind blowing from 20° North-northeast to South-southwest,81%,1025,7
20130102,05:00,3,Clear,13,Wind blowing from 40° Northeast to Southwest,81%,1025,7
20130102,05:30,3,Clear,13,Wind blowing from 30° North-northeast to South-southwest,81%,1025,7
20130102,06:00,3,Clear,17,Wind blowing from 50° Northeast to Southwest,81%,1025,7
20130102,06:30,4,Clear,20,Wind blowing from 50° Northeast to Southwest,75%,1026,7
20130102,07:00,4,Clear,17,Wind blowing from 40° Northeast to Southwest,75%,1026,6
20130102,07:30,4,Clear,20,Wind blowing from 40° Northeast to Southwest,75%,1027,6
20130102,08:00,5,Clear,17,Wind blowing from 40° Northeast to Southwest,70%,1028,6
20130102,08:30,5,Clear,17,Wind blowing from 40° Northeast to Southwest,70%,1028,6
20130102,09:00,6,Clear,24,Wind blowing from 40° Northeast to Southwest,71%,1028,6
20130102,09:30,6,Clear,24,Wind blowing from 50° Northeast to Southwest,71%,1029,7
20130102,10:00,6,Scattered clouds,32,Wind blowing from 50° Northeast to Southwest,66%,1029,7
20130102,10:30,7,Partly sunny,24,Wind blowing from 40° Northeast to Southwest,61%,1029,7
20130102,11:00,7,Partly sunny,28,Wind blowing from 40° Northeast to Southwest,61%,1029,N/A
20130102,11:30,7,Partly sunny,28,Wind blowing from 30° North-northeast to South-southwest,61%,1030,N/A
20130102,12:00,7,Partly sunny,28,Wind blowing from 30° North-northeast to South-southwest,57%,1030,N/A
20130102,12:30,7,Partly sunny,32,Wind blowing from 20° North-northeast to South-southwest,53%,1029,N/A
20130102,13:00,7,Partly sunny,32,Wind blowing from 30° North-northeast to South-southwest,53%,1029,N/A
20130102,13:30,7,Partly sunny,32,Wind blowing from 30° North-northeast to South-southwest,53%,1030,N/A
