date,time,temperature,weather,wind_speed,wind_direction,humidity,barometer,visibility
20150101,00:00,2,Clear,17,Wind blowing from 330° North-northwest to South-southeast,35%,1033,16
20150101,00:30,1,Clear,13,Wind blowing from 330° North-northwest to South-southeast,38%,1033,16
20150101,01:00,1,Clear,13,Wind blowing from 330° North-northwest to South-southeast,41%,1033,16
20150101,01:30,1,Clear,13,Wind blowing from 320° Northwest to Southeast,44%,1033,16
20150101,02:00,1,Clear,17,Wind blowing from 330° North-northwest to South-southeast,41%,1033,16
20150101,02:30,1,Clear,17,Wind blowing from 330° North-northwest to South-southeast,41%,1033,16
20150101,03:00,1,Clear,13,Wind blowing from 320° Northwest to Southeast,41%,1033,16
20150101,03:30,0,Clear,13,Wind blowing from 320° Northwest to Southeast,44%,1033,16
20150101,04:00,0,Clear,17,Wind blowing from 320° Northwest to Southeast,44%,1033,16
20150101,04:30,0,Clear,17,Wind blowing from 320° Northwest to Southeast,47%,1033,16
20150101,05:00,0,Clear,13,Wind blowing from 320° Northwest to Southeast,47%,1033,16
20150101,05:30,0,Clear,13,Wind blowing from 320° Northwest to Southeast,47%,1034,16
20150101,06:00,0,Clear,17,Wind blowing from 320° Northwest to Southeast,44%,1034,16
20150101,07:30,0,Sunny,17,Wind blowing from 310° Northwest to Southeast,47%,1034,16
20150101,08:00,1,Sunny,17,Wind blowing from 310° Northwest to Southeast,38%,1035,16
20150101,08:30,1,Passing clouds,20,Wind blowing from 310° Northwest to Southeast,38%,1035,N/A
20150101,09:00,2,Passing clouds,24,Wind blowing from 330° North-northwest to South-southeast,32%,1035,N/A
20150101,09:30,3,Sunny,20,Wind blowing from 330° North-northwest to South-southeast,33%,1035,16
20150101,10:00,3,Passing clouds,20,Wind blowing from 330° North-northwest to South-southeast,33%,1035,N/A
20150101,10:30,4,Passing clouds,24,Wind blowing from 340° North-northwest to South-southeast,30%,1035,N/A
20150101,11:00,5,Passing clouds,24,Wind blowing from 350° North to South,24%,1034,N/A
20150101,11:30,5,Sunny,28,Wind blowing from 350° North to South,24%,1033,16
20150101,12:00,6,Sunny,32,Wind blowing from 340° North-northwest to South-southeast,22%,1033,16
20150101,12:30,5,Passing clouds,24,Wind blowing from 340° North-northwest to South-southeast,22%,1033,N/A
20150101,13:00,6,Passing clouds,20,Wind blowing from 340° North-northwest to South-southeast,21%,1032,N/A
20150101,13:30,6,Sunny,24,Wind blowing from 340° North-northwest to South-southeast,19%,1032,16
20150101,14:00,5,Passing clouds,24,Wind blowing from 310° Northwest to Southeast,22%,1033,N/A
20150101,14:30,5,Passing clouds,24,Wind blowing from 320° Northwest to Southeast,22%,1033,N/A
20150101,15:00,5,Sunny,28,Wind blowing from 350° North to South,20%,1033,16
20150101,15:30,5,Sunny,24,Wind blowing from 340° North-northwest to South-southeast,20%,1033,16
20150101,16:00,5,Passing clouds,20,Wind blowing from 330° North-northwest to South-southeast,22%,1032,N/A
20150101,16:30,4,Sunny,20,Wind blowing from 340° North-northwest to South-southeast,24%,1033,16
20150101,17:00,3,Sunny,17,Wind blowing from 340° North-northwest to South-southeast,26%,1033,16
20150101,17:30,2,Clear,9,Wind blowing from 350° North to South,30%,1032,16
20150101,18:00,2,Clear,9,Wind blowing from 350° North to South,32%,1032,16
20150101,18:30,2,Clear,13,Wind blowing from 350° North to South,30%,1032,16
20150101,19:00,2,Clear,9,Wind blowing from 330° North-northwest to South-southeast,32%,1033,16
20150101,19:30,2,Clear,9,Wind blowing from 320° Northwest to Southeast,30%,1033,16
20150101,20:00,2,Clear,9,Wind blowing from 320° Northwest to Southeast,32%,1033,16
20150101,20:30,2,Passing clouds,9,Wind blowing from 320° Northwest to Southeast,32%,1033,N/A
20150101,21:00,1,Clear,9,Wind blowing from 310° Northwest to Southeast,35%,1033,16
20150101,21:30,1,Clear,6,Wind blowing from 300° West-northwest to East-southeast,35%,1033,16
20150101,22:00,1,Clear,9,Wind blowing from 330° North-northwest to South-southeast,35%,1032,16
20150101,22:30,1,Clear,6,Wind blowing from 320° Northwest to Southeast,35%,1032,16
20150101,23:00,0,Clear,2,Wind blowing from 0° North to South,40%,1032,16
20150101,23:30,0,Clear,2,Wind blowing from 0° North to South,40%,1032,8
20150102,00:00,0,Clear,2,Wind blowing from 200° South-southwest to North-northeast,51%,1032,7
20150102,08:00,1,Sunny,0,Wind blowing from 0° North to South,56%,1032,16
20150102,08:30,3,Sunny,2,Wind blowing from 0° North to South,45%,1032,16
20150102,09:00,3,Passing clouds,6,Wind blowing from 250° West-southwest to East-northeast,41%,1032,N/A
20150102,09:30,5,Passing clouds,6,Wind blowing from 230° Southwest to Northeast,36%,1032,N/A
20150102,10:00,5,Passing clouds,9,Wind blowing from 260° West to East,33%,1032,N/A
20150102,10:30,6,Passing clouds,9,Wind blowing from 260° West to East,29%,1032,N/A
20150102,11:00,6,Passing clouds,9,Wind blowing from 280° West to East,26%,1031,N/A
20150102,11:30,7,Sunny,6,Wind blowing from 0° North to South,25%,1031,16
20150102,12:00,7,Passing clouds,9,Wind blowing from 300° West-northwest to East-southeast,25%,1030,N/A
20150102,12:30,8,Sunny,9,Wind blowing from 0° North to South,23%,1029,16
20150102,13:00,8,Passing clouds,6,Wind blowing from 350° North to South,23%,1029,N/A
20150102,13:30,9,Passing clouds,13,Wind blowing from 340° North-northwest to South-southeast,23%,1029,N/A
20150102,14:00,9,Passing clouds,9,Wind blowing from 320° Northwest to Southeast,20%,1028,N/A
20150102,14:30,9,Passing clouds,13,Wind blowing from 320° Northwest to Southeast,20%,1028,N/A
20150102,15:00,9,Sunny,6,Wind blowing from 0° North to South,18%,1029,16
20150102,15:30,9,Sunny,13,Wind blowing from 20° North-northeast to South-southwest,20%,1029,16
20150102,16:00,8,Sunny,9,Wind blowing from 0° North to South,23%,1029,16
20150102,16:30,7,Sunny,9,Wind blowing from 10° North to South,29%,1029,16
20150102,17:00,7,Sunny,13,Wind blowing from 30° North-northeast to South-southwest,29%,1029,16
20150102,17:30,6,Clear,13,Wind blowing from 20° North-northeast to South-southwest,31%,1029,16
20150102,18:00,6,Clear,9,Wind blowing from 40° Northeast to Southwest,31%,1029,16
20150102,18:30,6,Clear,6,Wind blowing from 30° North-northeast to South-southwest,31%,1030,16
20150102,19:00,6,Passing clouds,6,Wind blowing from 60° East-northeast to West-southwest,31%,1030,N/A
20150102,19:30,6,Clear,6,Wind blowing from 40° Northeast to Southwest,34%,1030,16
20150102,20:00,5,Clear,6,Wind blowing from 50° Northeast to Southwest,36%,1030,16
20150102,20:30,5,Clear,9,Wind blowing from 30° North-northeast to South-southwest,39%,1030,16
20150102,21:00,5,Clear,6,Wind blowing from 60° East-northeast to West-southwest,42%,1030,16
20150102,21:30,4,Clear,6,Wind blowing from 140° Southeast to Northwest,45%,1030,16
20150102,22:00,5,Passing clouds,9,Wind blowing from 140° Southeast to Northwest,49%,1029,N/A
20150102,22:30,4,Clear,6,Wind blowing from 120° East-southeast to West-northwest,52%,1029,16
20150102,23:00,4,Clear,2,Wind blowing from 110° East-southeast to West-northwest,52%,1029,16
20150102,23:30,2,Clear,2,Wind blowing from 180° South to North,60%,1029,16
20150103,00:00,2,Clear,6,Wind blowing from 180° South to North,65%,1029,16
20150103,00:30,2,Clear,6,Wind blowing from 240° West-southwest to East-northeast,65%,1029,16
20150103,01:00,3,Clear,2,Wind blowing from 0° North to South,65%,1029,16
20150103,01:30,3,Clear,2,Wind blowing from 140° Southeast to Northwest,65%,1029,16
20150103,02:00,3,Clear,6,Wind blowing from 90° East to West,60%,1028,16
20150103,02:30,3,Clear,2,Wind blowing from 0° North to South,56%,1028,16
20150103,03:00,3,Clear,6,Wind blowing from 120° East-southeast to West-northwest,60%,1027,16
20150103,03:30,3,Clear,2,Wind blowing from 130° Southeast to Northwest,60%,1027,16
20150103,04:00,3,Clear,0,Wind blowing from 0° North to South,56%,1027,16
20150103,04:30,4,Clear,6,Wind blowing from 100° East to West,52%,1027,16
20150103,05:30,3,Clear,6,Wind blowing from 150° South-southeast to North-northwest,56%,1027,16
20150103,06:00,2,Clear,2,Wind blowing from 0° North to South,60%,1027,16
20150103,06:30,1,Clear,6,Wind blowing from 140° Southeast to Northwest,65%,1026,16
20150103,07:00,3,Sunny,9,Wind blowing from 140° Southeast to Northwest,60%,1026,16
20150103,07:30,3,Passing clouds,6,Wind blowing from 150° South-southeast to North-northwest,65%,1026,N/A
20150103,08:00,4,Sunny,9,Wind blowing from 140° Southeast to Northwest,61%,1025,16
20150103,08:30,5,Sunny,9,Wind blowing from 150° South-southeast to North-northwest,61%,1026,16
20150103,09:00,6,Sunny,9,Wind blowing from 140° Southeast to Northwest,61%,1026,16
20150103,09:30,7,Sunny,13,Wind blowing from 150° South-southeast to North-northwest,57%,1026,16
20150103,10:00,7,Passing clouds,17,Wind blowing from 150° South-southeast to North-northwest,57%,1026,N/A
20150103,10:30,7,Sunny,20,Wind blowing from 150° South-southeast to North-northwest,61%,1025,16
20150103,11:00,8,Sunny,17,Wind blowing from 150° South-southeast to North-northwest,53%,1024,16
20150103,11:30,9,Sunny,17,Wind blowing from 150° South-southeast to North-northwest,43%,1024,16
20150103,12:00,10,Sunny,20,Wind blowing from 170° South to North,37%,1023,16
20150103,12:30,10,Sunny,17,Wind blowing from 150° South-southeast to North-northwest,40%,1022,16
20150103,13:00,11,Passing clouds,17,Wind blowing from 160° South-southeast to North-northwest,35%,1022,N/A
20150103,13:30,12,Sunny,17,Wind blowing from 170° South to North,33%,1021,16
20150103,14:00,12,Sunny,17,Wind blowing from 150° South-southeast to North-northwest,33%,1021,16
20150103,14:30,12,Sunny,17,Wind blowing from 170° South to North,33%,1020,16
20150103,15:00,12,Sunny,17,Wind blowing from 170° South to North,30%,1020,16
20150103,15:30,12,Sunny,17,Wind blowing from 170° South to North,33%,1020,16
20150103,16:00,11,Sunny,13,Wind blowing from 150° South-southeast to North-northwest,38%,1020,16
20150103,16:30,11,Clear,9,Wind blowing from 150° South-southeast to North-northwest,38%,1020,8
20150103,17:00,10,Clear,9,Wind blowing from 140° Southeast to Northwest,40%,1020,7
20150103,17:30,9,Clear,9,Wind blowing from 150° South-southeast to North-northwest,43%,1020,7
20150103,18:00,8,Clear,9,Wind blowing from 160° South-southeast to North-northwest,46%,1020,16
20150103,18:30,8,Clear,9,Wind blowing from 140° Southeast to Northwest,50%,1020,16
20150103,19:00,8,Clear,6,Wind blowing from 150° South-southeast to North-northwest,53%,1020,16
20150103,19:30,8,Clear,9,Wind blowing from 150° South-southeast to North-northwest,57%,1019,16
20150103,20:00,7,Clear,9,Wind blowing from 150° South-southeast to North-northwest,61%,1019,16
20150103,20:30,7,Clear,9,Wind blowing from 160° South-southeast to North-northwest,66%,1019,16
20150103,21:00,7,Clear,9,Wind blowing from 150° South-southeast to North-northwest,71%,1019,16
20150103,21:30,6,Passing clouds,6,Wind blowing from 150° South-southeast to North-northwest,76%,1019,N/A
20150103,22:00,6,Clear,6,Wind blowing from 170° South to North,76%,1019,16
20150103,22:30,7,Clear,6,Wind blowing from 150° South-southeast to North-northwest,76%,1018,16
20150103,23:00,7,Clear,6,Wind blowing from 140° Southeast to Northwest,76%,1018,16
20150103,23:30,6,Clear,6,Wind blowing from 150° South-southeast to North-northwest,76%,1018,16
20150104,00:00,6,Clear,2,Wind blowing from 150° South-southeast to North-northwest,81%,1018,16
20150104,00:30,6,Clear,6,Wind blowing from 160° South-southeast to North-northwest,81%,1018,16
20150104,01:00,6,Clear,6,Wind blowing from 150° South-southeast to North-northwest,81%,1018,16
20150104,01:30,6,Clear,2,Wind blowing from 160° South-southeast to North-northwest,81%,1018,16
20150104,02:00,5,Clear,0,Wind blowing from 0° North to South,81%,1018,16
20150104,02:30,3,Clear,2,Wind blowing from 170° South to North,87%,1018,16
20150104,03:00,4,Clear,2,Wind blowing from 160° South-southeast to North-northwest,93%,1018,8
20150104,03:30,4,Clear,2,Wind blowing from 150° South-southeast to North-northwest,87%,1017,8
20150104,04:00,3,Clear,0,Wind blowing from 0° North to South,87%,1017,8
20150104,04:30,3,Clear,0,Wind blowing from 0° North to South,87%,1017,7
20150104,05:00,3,Fog,0,Wind blowing from 0° North to South,93%,1017,5
20150104,05:30,3,Fog,0,Wind blowing from 0° North to South,93%,1017,5
20150104,06:00,2,Fog,2,Wind blowing from 160° South-southeast to North-northwest,93%,1017,5
20150104,06:30,2,Fog,2,Wind blowing from 150° South-southeast to North-northwest,93%,1017,4
20150104,07:00,3,Fog,2,Wind blowing from 160° South-southeast to North-northwest,93%,1018,3
20150104,07:30,3,Fog,2,Wind blowing from 160° South-southeast to North-northwest,93%,1018,3
20150104,08:00,5,Fog,2,Wind blowing from 160° South-southeast to North-northwest,93%,1019,3
20150104,08:30,8,Fog,2,Wind blowing from 180° South to North,87%,1019,3
20150104,09:00,10,Haze,2,Wind blowing from 200° South-southwest to North-northeast,67%,1019,3
20150104,09:30,11,Haze,6,Wind blowing from 200° South-southwest to North-northeast,54%,1019,3
20150104,10:00,13,Haze,6,Wind blowing from 200° South-southwest to North-northeast,47%,1019,3
20150104,10:30,13,Haze,2,Wind blowing from 0° North to South,44%,1018,3
20150104,11:00,15,Haze,2,Wind blowing from 0° North to South,39%,1018,3
20150104,11:30,15,Haze,2,Wind blowing from 0° North to South,36%,1018,3
20150104,12:00,16,Haze,2,Wind blowing from 0° North to South,31%,1018,3
20150104,12:30,17,Haze,6,Wind blowing from 0° North to South,30%,1017,3
20150104,13:00,18,Haze,2,Wind blowing from 0° North to South,26%,1017,3
20150104,13:30,18,Haze,6,Wind blowing from 150° South-southeast to North-northwest,22%,1017,5
20150104,14:00,18,Clear,6,Wind blowing from 120° East-southeast to West-northwest,22%,1017,6
20150104,14:30,18,Clear,2,Wind blowing from 0° North to South,22%,1017,7
20150104,15:00,18,Clear,6,Wind blowing from 80° East to West,24%,1017,7
20150104,15:30,18,Clear,6,Wind blowing from 100° East to West,22%,1017,7
20150104,16:30,17,Clear,9,Wind blowing from 100° East to West,25%,1016,7
20150104,17:00,16,Clear,13,Wind blowing from 100° East to West,29%,1016,7
20150104,17:30,15,Clear,9,Wind blowing from 100° East to West,25%,1017,7
20150104,18:00,14,Clear,6,Wind blowing from 110° East-southeast to West-northwest,29%,1017,8
20150104,18:30,13,Clear,9,Wind blowing from 110° East-southeast to West-northwest,36%,1017,16
20150104,19:00,12,Clear,9,Wind blowing from 110° East-southeast to West-northwest,44%,1017,16
20150104,19:30,12,Clear,9,Wind blowing from 120° East-southeast to West-northwest,47%,1017,8
